,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
525,Oktyabr'skoye,43.0645,44.7417,33.94,80,100,11.18,RU,1647949917
526,Mandalgovi,45.7625,106.2708,24.84,44,38,5.99,MN,1647949918
527,Nador,35.174,-2.9287,64.47,77,75,9.22,MA,1647949919
529,Zharkent,44.1628,80.0,45.32,55,100,5.73,KZ,1647949920
530,Balod,20.73,81.2047,99.82,8,8,6.31,IN,1647949921
531,Jalu,29.0331,21.5482,60.12,30,5,11.43,LY,1647949922
532,Chifeng,42.2683,118.9636,35.85,43,100,9.35,CN,1647949923
533,Taseyevo,57.2169,94.8978,18.86,93,98,3.29,RU,1647949924
535,Astoria,46.1879,-123.8313,49.93,98,100,3.44,US,1647949836
536,Verkhoyansk,67.5447,133.385,0.46,98,100,3.09,RU,1647949926
537,Kaffrine,14.1059,-15.5508,97.93,10,44,11.77,SN,1647949926
538,Khanbari,27.3747,87.2039,78.76,34,63,4.41,NP,1647949927
539,Acapulco de Juárez,16.8634,-99.8901,72.95,59,2,4.63,MX,1647949893
540,Buraidah,26.326,43.975,86.45,8,0,11.16,SA,1647949929
541,Totskoye,52.5248,52.7623,31.17,87,40,9.8,RU,1647949929
542,Beringovskiy,63.05,179.3167,21.79,97,100,10.94,RU,1647949930
543,Meridian,43.6121,-116.3915,42.51,74,40,4.61,US,1647949931
545,Yebaishou,41.3975,119.6408,36.45,43,100,9.37,CN,1647949933
546,Yinchuan,38.4681,106.2731,50.56,34,24,4.41,CN,1647949933
547,Kallithea,37.95,23.7,56.46,35,40,17.27,GR,1647949934
549,Shakhtinsk,49.71,72.5872,27.01,86,99,19.33,KZ,1647949935
550,Meulaboh,4.1363,96.1285,80.31,79,90,4.16,ID,1647949936
551,Izhma,65.0083,53.9113,32.05,76,100,16.55,RU,1647949937
554,Vysokogornyy,50.1167,139.15,20.03,93,99,13.24,RU,1647949939
555,Fushun,41.8558,123.9233,37.11,36,93,6.49,CN,1647949940
556,Paredon,16.0333,-93.8667,77.04,70,20,4.25,MX,1647949940
557,Fukuechō,32.6881,128.8419,54.5,65,100,22.26,JP,1647949941
558,Florø,61.5996,5.0328,44.67,70,40,4.61,NO,1647949942
559,Nābha,30.3747,76.1486,98.67,6,0,9.86,IN,1647949943
561,Muroto-misakicho,33.2833,134.15,50.59,70,99,19.82,JP,1647949944
562,Goderich,43.7501,-81.7165,33.91,64,99,10.36,CA,1647949945
563,Shagonar,51.5333,92.8,9.3,97,84,1.14,RU,1647949946
566,Tamiahua,21.2667,-97.45,68.9,92,3,11.95,MX,1647949948
567,Iskateley,67.6803,53.1512,27.59,78,97,25.77,RU,1647949949
568,Kushima,31.4583,131.2333,54.07,76,100,11.81,JP,1647949949
569,Cerrito,6.8432,-72.694,53.92,87,74,4.76,CO,1647949950
570,Māngrol,21.1167,70.1167,85.01,44,30,20.87,IN,1647949951
571,Yerbogachën,61.2767,108.0108,18.18,91,100,5.26,RU,1647949951
